seq,inv,post,id,prov,doc,header,abbrev,due,w/e,fund,account,cc1,cc2,cc3,debit,credit
1,253915,08/07/2013,2714,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",1444.8,""
2,253915,08/07/2013,2714,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",1444.8
1,253916,08/07/2013,2083,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",722.4,""
2,253916,08/07/2013,2083,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",722.4
1,253917,08/07/2013,2715,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",258.0,""
2,253917,08/07/2013,2715,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",258.0
1,253918,08/07/2013,2716,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",928.8,""
2,253918,08/07/2013,2716,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",928.8
1,253919,08/07/2013,2717,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",688.0,""
2,253919,08/07/2013,2717,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",688.0
1,253920,08/07/2013,2737,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",344.0,""
2,253920,08/07/2013,2737,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",344.0
1,253921,08/07/2013,2720,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",774.0,""
2,253921,08/07/2013,2720,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",774.0
1,253922,08/07/2013,2738,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",1444.8,""
2,253922,08/07/2013,2738,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",1444.8
1,253923,08/07/2013,2721,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",137.6,""
2,253923,08/07/2013,2721,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",137.6
1,253924,08/07/2013,2722,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",275.2,""
2,253924,08/07/2013,2722,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",275.2
1,253925,08/07/2013,2739,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",344.0,""
2,253925,08/07/2013,2739,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",344.0
1,253926,08/07/2013,2740,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",344.0,""
2,253926,08/07/2013,2740,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",344.0
1,253927,08/07/2013,2723,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",172.0,""
2,253927,08/07/2013,2723,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",172.0
1,253928,08/07/2013,2957,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",481.6,""
2,253928,08/07/2013,2957,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",481.6
1,253929,08/07/2013,2084,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",1083.6,""
2,253929,08/07/2013,2084,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",1083.6
1,253930,08/07/2013,2741,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",688.0,""
2,253930,08/07/2013,2741,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",688.0
1,253931,08/07/2013,2741,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",172.0,""
2,253931,08/07/2013,2741,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",172.0
1,253932,08/07/2013,2724,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",275.2,""
2,253932,08/07/2013,2724,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",275.2
1,253933,08/07/2013,2796,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",550.4,""
2,253933,08/07/2013,2796,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",550.4
1,253934,08/07/2013,2822,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",68.8,""
2,253934,08/07/2013,2822,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",68.8
1,253935,08/07/2013,2822,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",309.6,""
2,253935,08/07/2013,2822,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",309.6
1,253936,08/07/2013,2767,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",86.0,""
2,253936,08/07/2013,2767,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",86.0
1,253937,08/07/2013,2768,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",137.6,""
2,253937,08/07/2013,2768,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",137.6
1,253938,08/07/2013,2727,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",602.0,""
2,253938,08/07/2013,2727,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",602.0
1,253939,08/07/2013,2778,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",636.4,""
2,253939,08/07/2013,2778,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",636.4
1,253940,08/07/2013,2769,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",1238.4,""
2,253940,08/07/2013,2769,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",1238.4
1,253941,08/07/2013,2667,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",688.0,""
2,253941,08/07/2013,2667,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",688.0
1,253942,08/07/2013,2728,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",206.4,""
2,253942,08/07/2013,2728,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",206.4
1,253943,08/07/2013,2728,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",68.8,""
2,253943,08/07/2013,2728,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",68.8
1,253944,08/07/2013,2861,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,1224,"","","",946.0,""
2,253944,08/07/2013,2861,"WELCARE OF NEW YORK, INC.",08/07/2013,To Record 08/07/2013 Billing,08/13WEL,08/07/2013,To Rec for W/E  Billing,500,5024,500,"","","",946.0
1,253945,08/07/2013,1735,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",56.96,""
2,253945,08/07/2013,1735,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",56.96
1,253946,08/07/2013,1735,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",56.96,""
2,253946,08/07/2013,1735,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",56.96
1,253947,08/07/2013,1967,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",797.44,""
2,253947,08/07/2013,1967,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",797.44
1,253948,08/07/2013,2096,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",854.4,""
2,253948,08/07/2013,2096,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",854.4
1,253949,08/07/2013,1426,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",313.28,""
2,253949,08/07/2013,1426,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",313.28
1,253950,08/07/2013,2133,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",498.4,""
2,253950,08/07/2013,2133,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",498.4
1,253951,08/07/2013,2599,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",1196.16,""
2,253951,08/07/2013,2599,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",1196.16
1,253952,08/07/2013,2571,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",256.32,""
2,253952,08/07/2013,2571,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",256.32
1,253953,08/07/2013,2634,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",996.8,""
2,253953,08/07/2013,2634,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",996.8
1,253954,08/07/2013,2658,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",356.0,""
2,253954,08/07/2013,2658,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",356.0
1,253955,08/07/2013,2202,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",455.68,""
2,253955,08/07/2013,2202,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",455.68
1,253956,08/07/2013,1657,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",1025.28,""
2,253956,08/07/2013,1657,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",1025.28
1,253957,08/07/2013,2639,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",996.8,""
2,253957,08/07/2013,2639,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",996.8
1,253958,08/07/2013,2221,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",600.0,""
2,253958,08/07/2013,2221,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",600.0
1,253959,08/07/2013,1817,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",469.92,""
2,253959,08/07/2013,1817,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",469.92
1,253960,08/07/2013,1818,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",1922.4,""
2,253960,08/07/2013,1818,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",1922.4
1,253961,08/07/2013,2623,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",170.88,""
2,253961,08/07/2013,2623,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",170.88
1,253962,08/07/2013,S2003480,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",583.84,""
2,253962,08/07/2013,S2003480,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",583.84
1,253963,08/07/2013,2676,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",1400.0,""
2,253963,08/07/2013,2676,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",1400.0
1,253964,08/07/2013,2507,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",400.0,""
2,253964,08/07/2013,2507,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",400.0
1,253965,08/07/2013,1698,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",56.96,""
2,253965,08/07/2013,1698,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",56.96
1,253966,08/07/2013,1698,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",113.92,""
2,253966,08/07/2013,1698,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",113.92
1,253967,08/07/2013,2593,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",113.92,""
2,253967,08/07/2013,2593,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",113.92
1,253968,08/07/2013,2632,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",669.28,""
2,253968,08/07/2013,2632,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",669.28
1,253969,08/07/2013,2677,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",327.52,""
2,253969,08/07/2013,2677,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",327.52
1,253970,08/07/2013,2659,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",783.2,""
2,253970,08/07/2013,2659,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",783.2
1,253971,08/07/2013,1712,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",1196.16,""
2,253971,08/07/2013,1712,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",1196.16
1,253972,08/07/2013,2660,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",712.0,""
2,253972,08/07/2013,2660,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",712.0
1,253973,08/07/2013,2615,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",284.8,""
2,253973,08/07/2013,2615,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",284.8
1,253974,08/07/2013,2733,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",398.72,""
2,253974,08/07/2013,2733,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",398.72
1,253975,08/07/2013,2734,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",142.4,""
2,253975,08/07/2013,2734,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",142.4
1,253976,08/07/2013,2661,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",526.88,""
2,253976,08/07/2013,2661,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",526.88
1,253977,08/07/2013,2661,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",57.0,""
2,253977,08/07/2013,2661,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",57.0
1,253978,08/07/2013,2575,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",598.08,""
2,253978,08/07/2013,2575,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",598.08
1,253979,08/07/2013,2679,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",1400.0,""
2,253979,08/07/2013,2679,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",1400.0
1,253980,08/07/2013,2574,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",356.0,""
2,253980,08/07/2013,2574,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",356.0
1,253981,08/07/2013,2600,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",854.4,""
2,253981,08/07/2013,2600,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",854.4
1,253982,08/07/2013,2572,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",768.96,""
2,253982,08/07/2013,2572,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",768.96
1,253983,08/07/2013,2576,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",170.88,""
2,253983,08/07/2013,2576,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",170.88
1,253984,08/07/2013,2646,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",569.6,""
2,253984,08/07/2013,2646,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",569.6
1,253985,08/07/2013,1766,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",669.28,""
2,253985,08/07/2013,1766,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,5004,300,"","","",669.28
1,253986,08/07/2013,1487,SENIOR HEALTH PARTNERS,08/07/2013,To Record 08/07/2013 Billing,08/13SHP,08/07/2013,To Rec for W/E  Billing,300,1204,"","","",113.92,""
